City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,viedma,-40.8135,-62.9967,9.23,59,99,3.19,AR,1717113013
283,al burayqah,30.4062,19.5739,22.05,77,18,3.4,LY,1717113070
284,terrace,54.5163,-128.6035,11.95,71,75,5.66,CA,1717112782
285,klofta,60.0667,11.15,14.15,97,0,1.54,NO,1717113070
286,mhamid,29.82,-5.72,28.97,16,11,1.44,MA,1717113070
287,jayapura,-2.5333,140.7,27.66,88,97,1.2,ID,1717113071
288,isangel,-19.55,169.2667,25.06,69,40,4.63,VU,1717113071
289,krasnyy chikoy,50.3643,108.7512,11.8,77,96,1.33,RU,1717113071
290,arkhangel'sk,64.5401,40.5433,8.96,100,55,1.0,RU,1717113071
291,praia da vitoria,38.7333,-27.0667,19.31,88,40,5.32,PT,1717113042
292,mili,6.0815,171.735,27.83,82,98,4.47,MH,1717113071
293,zeya,53.75,127.2667,19.16,38,10,1.14,RU,1717113071
294,arkalyk,50.2486,66.9114,8.78,78,89,4.99,KZ,1717113071
295,as sulayyil,20.4607,45.5779,33.14,12,99,1.98,SA,1717113072
296,ondjiva,-17.0667,15.7333,15.02,36,0,1.54,AO,1717113072
297,bozyazi,36.1082,32.9611,20.77,68,25,3.66,TR,1717113072
298,dalianwan,39.0286,121.695,20.02,73,20,4.0,CN,1717113072
299,omdurman,15.6445,32.4777,35.07,12,40,5.09,SD,1717113072
300,port alfred,-33.5906,26.891,13.99,83,53,1.34,ZA,1717112849
301,amahai,-3.3333,128.9167,29.55,84,83,0.97,ID,1717113072
302,alta,69.9689,23.2717,12.59,82,75,3.09,NO,1717113072
303,loshnitsa,54.2789,28.7639,12.76,97,35,2.69,BY,1717113073
304,cabedelo,-6.9811,-34.8339,25.37,85,5,4.42,BR,1717113073
305,pacific grove,36.6177,-121.9166,22.03,76,0,5.14,US,1717112854
306,uturoa,-16.7333,-151.4333,27.16,78,9,5.54,PF,1717112850
307,kiamba,5.9894,124.6242,30.15,61,67,2.13,PH,1717113073
308,kayenta,36.7278,-110.2546,27.38,10,7,5.74,US,1717113073
309,mil'kovo,55.6078,37.7956,19.27,92,55,2.23,RU,1717113073
310,rancho palos verdes,33.7445,-118.387,26.08,80,40,7.2,US,1717113073
311,labytnangi,66.6572,66.4183,-2.01,80,100,3.45,RU,1717113074
312,warrnambool,-38.3833,142.4833,12.45,72,31,11.08,AU,1717113074
313,goundam,16.4145,-3.6708,34.38,10,22,4.0,ML,1717113074
314,kismayo,-0.3582,42.5454,25.9,83,81,7.03,SO,1717112859
315,pisco,-13.7,-76.2167,17.03,82,100,1.54,PE,1717112848
316,tulun,54.5611,100.5792,10.59,69,33,2.38,RU,1717113074
317,kidal,18.4411,1.4078,33.78,8,0,4.82,ML,1717113074
318,kipushi,-11.7667,27.2333,13.26,70,11,0.94,CD,1717113074
319,cold lake,54.4502,-110.2017,11.97,66,100,6.17,CA,1717113075
320,aktau,43.65,51.2,19.32,26,66,7.15,KZ,1717113075
321,ambon,-3.6954,128.1814,30.49,15,40,1.03,ID,1717113075
322,kapatagan,7.9003,123.7692,28.69,75,42,0.76,PH,1717113075
323,qarazhal,48.0078,70.7903,12.78,94,26,4.14,KZ,1717113075
324,manicore,-5.8092,-61.3003,26.64,66,25,0.81,BR,1717113075
325,chala,-7.5833,31.2667,13.89,81,49,1.57,TZ,1717113076
326,venezuela,8.0,-66.0,26.66,84,96,5.52,VE,1717113076
327,seven pagodas,12.6264,80.1722,32.03,61,5,3.99,IN,1717113076
328,meads,38.4126,-82.7091,21.94,43,20,2.57,US,1717113076
329,kununurra,-15.7667,128.7333,21.99,78,100,4.63,AU,1717112857
330,dongola,19.1667,30.4833,31.6,15,0,6.48,SD,1717113076
331,port-cartier,50.0334,-66.8654,11.12,70,99,2.88,CA,1717113046
332,tianpeng,30.9866,103.9393,21.26,63,91,3.38,CN,1717113077
333,fukuecho,32.6881,128.8419,16.2,88,75,5.14,JP,1717113077
334,puerto cabezas,14.0351,-83.3888,24.98,94,75,0.0,NI,1717113077
335,rio grande,-32.035,-52.0986,11.08,85,36,1.37,BR,1717113077
336,itacare,-14.2775,-38.9967,24.55,77,0,3.82,BR,1717113077
337,aras-asan,8.8908,126.3033,28.22,81,72,1.93,PH,1717113078
338,castelli,-25.9468,-60.6195,12.95,82,0,2.17,AR,1717113078
339,ghat,24.9647,10.1728,30.34,15,43,1.9,LY,1717113078
340,kasane,-17.8167,25.15,12.05,71,0,1.56,BW,1717113078
341,kuqa,41.7278,82.9364,20.69,29,97,3.07,CN,1717113079
342,bamboo flat,11.7,92.7167,27.05,94,40,0.51,IN,1717113079
343,inhambane,-23.865,35.3833,20.21,91,2,2.97,MZ,1717113079
344,portland,45.5234,-122.6762,21.45,46,20,4.12,US,1717112929
345,akbou,36.4575,4.5349,23.21,38,9,1.05,DZ,1717113079
346,rockland,41.1668,-74.0496,20.9,63,62,2.19,US,1717113080
347,chemolgan,43.1897,76.5292,11.81,58,24,2.97,KZ,1717113080
348,san antonio de pale,-1.4014,5.6325,26.81,75,94,5.26,GQ,1717113080
349,kolleda,51.1833,11.2333,14.43,93,93,1.04,DE,1717113080
350,lompoc,34.6391,-120.4579,27.05,74,75,3.6,US,1717113080
351,mora,11.0461,14.1401,30.31,50,74,4.51,CM,1717113080
352,flying fish cove,-10.4217,105.6791,25.82,83,40,3.09,CX,1717113081
353,kayes,14.0,-11.0,35.06,15,54,2.02,ML,1717113081
354,altamira,-3.2033,-52.2064,23.9,97,100,1.19,BR,1717112837
355,lethem,3.3803,-59.7968,24.95,91,99,1.76,GY,1717113081
356,vicente guerrero,19.1194,-98.1708,17.66,66,53,7.57,MX,1717113040
357,reggane,26.7158,0.1714,34.12,9,0,3.79,DZ,1717113082
358,datong,40.0936,113.2914,15.4,41,9,5.09,CN,1717113082
359,oeiras,-7.0253,-42.1311,28.85,38,44,1.75,BR,1717112793
360,fort bragg,35.139,-79.006,26.75,44,0,3.09,US,1717112864
361,cartagena,10.3997,-75.5144,29.79,79,40,1.54,CO,1717113082
362,mahbubabad,17.6167,80.0167,32.98,58,96,3.88,IN,1717113082
363,basco,20.4487,121.9702,29.4,76,97,2.25,PH,1717113082
364,cidade velha,14.9167,-23.6167,23.26,73,75,6.17,CV,1717113082
365,sault ste. marie,46.5168,-84.3333,20.31,28,0,3.6,CA,1717113055
366,tralee,52.2704,-9.7026,8.46,89,65,2.59,IE,1717113083
367,jieshi,22.8134,115.8257,25.29,91,95,5.48,CN,1717113083
368,sanshui,23.1549,112.8916,26.99,90,97,2.97,CN,1717113083
369,vernon,50.2581,-119.2691,16.63,42,97,1.71,CA,1717113083
370,gereshk,31.8209,64.5701,26.79,15,0,7.08,AF,1717113083
371,cody,44.5263,-109.0565,13.68,35,20,7.72,US,1717113083
372,khajuraho group of monuments,24.85,79.9333,36.26,26,82,1.72,IN,1717113084
373,shache,38.4167,77.2406,19.58,39,73,0.84,CN,1717113084
374,korgan,40.8247,37.3467,11.82,92,26,1.61,TR,1717113084
375,villa gesell,-37.2639,-56.973,8.92,76,87,1.96,AR,1717112997
376,encantado,-29.2361,-51.8697,13.67,100,3,0.24,BR,1717113084
377,vila velha,-20.3297,-40.2925,21.97,68,75,2.57,BR,1717113084
378,nova vicosa,-17.8919,-39.3719,23.62,83,100,7.32,BR,1717112862
379,madimba,-10.4,40.3333,22.08,91,20,4.14,TZ,1717113084
380,crane,31.3974,-102.3501,31.45,41,9,11.98,US,1717113085
381,ouahigouya,13.5828,-2.4216,35.43,29,50,7.02,BF,1717113085
382,leua,48.2156,18.6071,14.33,82,55,1.68,SK,1717113085
383,fortuna,40.5982,-124.1573,20.19,69,0,8.23,US,1717113085
384,homer,59.6425,-151.5483,12.94,53,75,4.12,US,1717113085
385,santiago del estero,-27.7951,-64.2615,14.13,42,22,2.74,AR,1717112873
386,ola,59.5833,151.2833,9.57,49,3,2.07,RU,1717113085
387,shangqiu,34.45,115.65,26.42,44,69,4.71,CN,1717113086
388,sergeyevka,53.88,67.4158,4.26,84,3,2.15,KZ,1717113086
389,san patricio,28.017,-97.5169,31.92,64,33,8.65,US,1717113086
390,benghazi,32.1167,20.0667,22.66,59,15,3.29,LY,1717113086
391,kristiansund,63.1115,7.732,14.03,82,100,4.12,NO,1717113086
392,derzhavinsk,51.1,66.3167,8.44,76,46,2.97,KZ,1717113086
393,mossel bay,-34.1831,22.146,11.96,84,49,3.89,ZA,1717112798
394,pahrump,36.2083,-115.9839,36.08,9,4,3.13,US,1717113086
395,ouadda,8.0777,22.4007,20.14,94,100,1.23,CF,1717113087
396,borkum,53.5809,6.6915,13.97,84,37,3.1,DE,1717113087
397,akureyri,65.6835,-18.0878,9.96,50,0,11.83,IS,1717113087
398,viveiro,43.6623,-7.5934,15.6,80,98,7.84,ES,1717113087
399,santana do livramento,-30.8908,-55.5328,10.43,92,8,1.57,BR,1717113087
400,cold springs,39.6802,-119.9766,26.65,16,0,2.06,US,1717113087
401,istgah-e rah ahan-e garmsar,35.2346,52.3094,28.21,21,36,3.15,IR,1717113087
402,nizhnesortymskiy,62.4397,71.7603,-0.33,74,78,4.5,RU,1717112857
403,gremda,34.75,10.7833,22.11,83,0,1.03,TN,1717113088
404,martapura,-3.4167,114.85,27.05,94,20,1.03,ID,1717113088
405,mweka,-4.85,21.5667,22.49,62,99,0.33,CD,1717113088
406,bang saphan,11.2126,99.5117,28.04,80,84,2.15,TH,1717113088
407,zhezqazghan,47.7833,67.7667,14.79,81,20,3.92,KZ,1717113088
408,cranbrook,49.4999,-115.7688,15.91,25,75,4.12,CA,1717113088
409,anak,38.5108,125.4942,20.54,54,2,3.06,KP,1717113089
410,ascension,30.2169,-90.9001,29.0,76,40,3.6,US,1717113089
411,champerico,14.3,-91.9167,32.3,72,100,2.81,GT,1717113089
412,ellsworth,44.5434,-68.4195,15.87,73,0,2.06,US,1717112790
413,nogliki,51.8333,143.1667,14.08,36,0,1.34,RU,1717113089
414,horasan,40.0458,42.1728,9.66,90,13,1.64,TR,1717113089
415,tezpur,26.6333,92.8,23.49,94,75,3.27,IN,1717113089
416,sos'va,59.1766,61.8558,2.81,66,11,1.79,RU,1717113090
417,perevolotskiy,51.8763,54.1938,15.55,72,77,1.3,RU,1717113090
418,christchurch,-43.5333,172.6333,14.39,69,94,4.63,NZ,1717113090
419,luwuk,-0.9516,122.7875,27.08,73,32,0.74,ID,1717113090
420,dubna,56.7333,37.1667,17.35,83,68,1.52,RU,1717113090
421,veraval,20.9,70.3667,30.16,68,74,6.91,IN,1717113090
422,kamyshevatskaya,46.4132,37.9563,17.07,84,78,1.57,RU,1717113091
423,haiku-pauwela,20.9219,-156.3051,28.45,73,20,11.83,US,1717112861
424,quellon,-43.1167,-73.6167,8.35,83,100,0.74,CL,1717113091
425,moose jaw,50.4001,-105.5344,14.14,58,100,9.77,CA,1717113091
426,ghormach,35.7306,63.7826,19.8,19,0,2.3,AF,1717113091
427,sarina,-21.4333,149.2167,25.06,64,44,3.14,AU,1717113091
428,dubove,48.1721,23.8895,13.41,99,99,1.14,UA,1717113091
429,hampton bays,40.869,-72.5176,19.08,62,100,3.58,US,1717112940
430,orden,46.3937,9.6963,6.91,99,100,3.61,CH,1717113091
431,callao,-12.0667,-77.15,18.73,82,100,2.57,PE,1717113092
432,nagqu,31.5,92.0,7.75,64,59,3.38,CN,1717112852
433,kerikeri,-35.2268,173.9474,21.06,68,2,2.68,NZ,1717112857
434,illizi,26.4833,8.4667,29.89,12,0,3.03,DZ,1717113092
435,ilhabela,-23.7781,-45.3581,18.58,81,65,1.93,BR,1717112814
436,upata,8.0086,-62.3989,24.3,90,62,2.86,VE,1717112995
437,kotlas,61.2611,46.6556,9.47,71,66,0.89,RU,1717113005
438,takoradi,4.8845,-1.7554,27.12,84,96,5.1,GH,1717113092
439,rawson,-43.3002,-65.1023,9.18,54,60,4.25,AR,1717113042
440,ryotsu-minato,38.0833,138.4333,17.16,70,100,2.16,JP,1717113093
441,cabo san lucas,22.8909,-109.9124,35.61,41,14,6.5,MX,1717112829
442,tsaratanana,-16.7833,47.65,20.89,75,56,4.95,MG,1717113093
443,el granada,37.5027,-122.4694,31.79,72,0,7.2,US,1717112858
444,kovdor,67.5662,30.4758,10.83,87,9,2.2,RU,1717113093
445,mogadishu,2.0371,45.3438,26.19,85,50,7.42,SO,1717113005
446,horta,38.5333,-28.6333,18.34,79,34,6.26,PT,1717113094
447,aqadyr,48.2553,72.8483,11.48,88,92,4.67,KZ,1717113094
448,kiunga,-6.1219,141.2906,25.05,97,98,1.37,PG,1717113094
449,san antonio,29.4241,-98.4936,35.19,54,75,7.2,US,1717112976
450,bol'shoye boldino,55.0059,45.3142,14.0,83,70,1.78,RU,1717113094
451,presidente dutra,-5.29,-44.49,25.32,80,15,1.53,BR,1717113094
452,jwaneng,-24.6004,24.7303,12.86,37,0,3.65,BW,1717113094
453,rockport,28.0206,-97.0544,31.03,80,75,8.23,US,1717113095
454,san pedro pochutla,15.7333,-96.4667,32.84,62,60,3.36,MX,1717113095
455,kill devil hills,36.0307,-75.676,20.55,63,0,4.12,US,1717113095
456,motygino,58.1831,94.7592,5.17,62,85,1.68,RU,1717113095
457,bandarbeyla,9.4942,50.8122,26.39,82,80,10.83,SO,1717113095
458,bocaiuva,-17.1078,-43.815,24.84,56,70,3.47,BR,1717113013
459,port saint john's,-31.6229,29.5448,19.32,75,32,7.02,ZA,1717113095
460,mbulu,-3.85,35.5333,12.48,93,66,2.1,TZ,1717113095
461,ketchikan,55.3422,-131.6461,11.3,87,100,5.14,US,1717113096
462,hami,42.8,93.45,22.34,20,73,4.03,CN,1717113096
463,cooper's town,26.8667,-77.5167,27.44,60,24,5.64,BS,1717113096
464,jackson,42.4165,-122.8345,26.33,29,0,5.36,US,1717112884
465,forster,-32.1667,152.5167,19.35,65,100,4.48,AU,1717113096
466,bongor,10.2806,15.3722,30.41,49,99,2.52,TD,1717113096
467,labrador city,52.9463,-66.9114,1.95,88,100,3.09,CA,1717113096
468,luancheng,37.8792,114.6517,24.09,24,19,3.25,CN,1717113096
469,malabar,-33.9667,151.25,20.84,63,0,7.72,AU,1717113097
470,kafue,-15.7691,28.1814,13.83,62,0,2.03,ZM,1717113097
471,borodulikha,50.7184,80.9295,7.4,95,98,7.64,KZ,1717113097
472,trabzon,40.9167,39.8333,16.05,88,75,2.57,TR,1717113097
473,quesnel,52.9999,-122.5029,15.28,31,100,1.54,CA,1717113097
474,astrakhan,46.3497,48.0408,16.93,72,0,2.0,RU,1717113097
475,opuwo,-18.0607,13.84,13.55,59,0,1.23,NA,1717113097
476,zagora,30.3484,-5.8365,29.44,13,4,3.37,MA,1717113097
477,lagonoy,13.7342,123.5207,30.38,70,89,2.57,PH,1717113098
478,hobyo,5.3505,48.5268,26.12,81,100,10.51,SO,1717113098
479,kindu,-2.95,25.95,21.4,95,97,0.97,CD,1717113098
480,salinas,36.6777,-121.6555,27.62,68,0,6.69,US,1717113098
481,puerto leguizamo,-0.1934,-74.7819,23.19,86,89,0.86,CO,1717113098
482,menongue,-14.6585,17.691,10.69,47,0,1.96,AO,1717113098
483,huarmey,-10.0681,-78.1522,18.83,84,2,3.66,PE,1717113098
484,santa ana,33.7456,-117.8678,31.03,65,20,5.66,US,1717112882
485,timbuktu,16.7735,-3.0074,33.84,11,24,4.8,ML,1717113099
486,razole,16.4833,81.8333,29.17,90,30,1.89,IN,1717113099
487,argo,37.6333,22.7333,17.7,61,3,1.98,GR,1717113007
488,kota,25.1833,75.8333,31.87,46,3,7.81,IN,1717113099
489,toliara,-23.35,43.6667,19.63,76,0,2.52,MG,1717113099
490,tottori,35.5,134.2333,19.04,82,100,2.06,JP,1717113099
491,ar rudayyif,34.3827,8.1555,23.87,30,3,2.56,TN,1717113099
492,alamosa,37.4695,-105.87,22.99,13,0,4.63,US,1717113100
493,dickinson,29.4608,-95.0513,30.62,81,40,5.14,US,1717113100
494,bay city,43.5945,-83.8889,21.12,29,0,2.57,US,1717112981
495,berbera,10.4396,45.0143,32.54,47,100,4.36,SO,1717112988
496,fort mcmurray,56.7268,-111.381,13.77,87,75,6.69,CA,1717113100
497,tonghae,37.5439,129.1069,22.16,49,90,1.27,KR,1717113100
498,hope,33.6671,-93.5916,22.03,91,94,2.96,US,1717113100
499,kruisfontein,-34.0033,24.7314,14.94,79,77,6.37,ZA,1717113101
500,itoman,26.1247,127.6694,28.94,94,75,4.12,JP,1717113101
501,ezhou,30.4,114.8333,19.96,89,100,0.63,CN,1717113101
502,kholmsk,47.0511,142.0569,10.68,66,100,2.07,RU,1717113101
503,enoch,37.7733,-113.0244,26.93,21,0,4.12,US,1717113101
504,tobelo,1.7284,128.0095,28.35,82,99,2.57,ID,1717112849
505,nadi,-17.8,177.4167,21.0,88,75,4.63,FJ,1717113101
506,ust-tsilma,65.441,52.1498,-0.77,98,87,0.89,RU,1717113101
507,koz'modem'yansk,56.3367,46.5711,13.5,97,64,2.21,RU,1717113102
508,waingapu,-9.6567,120.2641,27.44,71,9,1.99,ID,1717113102
509,laojunmiao,39.8333,97.7333,15.29,18,24,2.1,CN,1717113102
510,blackwater,-23.5833,148.8833,22.88,58,44,4.91,AU,1717113102
511,umbauba,-11.3833,-37.6578,21.22,98,65,1.22,BR,1717113102
512,amqui,48.4638,-67.4313,6.5,72,67,2.09,CA,1717113102
513,metlili chaamba,32.2667,3.6333,27.52,23,0,1.54,DZ,1717113102
514,guarapari,-20.6667,-40.4975,22.11,68,74,5.2,BR,1717112824
515,nikolayevsk-on-amure,53.1406,140.73,16.79,38,85,1.34,RU,1717113103
516,necochea,-38.5473,-58.7368,9.73,85,97,1.02,AR,1717113084
517,meadow lakes,61.6247,-149.6011,15.85,38,0,1.54,US,1717113103
518,east london,-33.0153,27.9116,17.39,65,77,7.97,ZA,1717112563
519,taltal,-25.4,-70.4833,15.66,71,84,0.6,CL,1717113103
520,terra rica,-22.7094,-52.6169,14.56,63,0,2.35,BR,1717113103
521,ta`u,-14.2336,-169.5144,28.15,80,43,8.5,AS,1717112856
522,kaa-khem,51.6833,94.7333,13.0,36,12,1.59,RU,1717113103
523,chui,-33.6971,-53.4616,13.04,83,99,0.22,UY,1717113104
524,erenhot,43.6475,111.9767,12.15,50,12,0.58,CN,1717113104
525,loukhi,66.0764,33.0381,9.02,90,7,1.94,RU,1717113104
526,targuist,34.9377,-4.3186,22.34,40,92,3.39,MA,1717113104
527,grootfontein,-19.5667,18.1167,13.76,33,0,2.06,NA,1717113104
528,lashio,22.9333,97.75,22.19,92,55,0.21,MM,1717113104
529,kimbe,-5.5502,150.1429,30.22,66,87,0.93,PG,1717112851
530,babol,36.5513,52.679,20.04,78,39,1.08,IR,1717113105
531,bodaybo,57.8506,114.1933,17.23,80,95,0.95,RU,1717113105
532,dapa,9.7594,126.0531,28.74,80,85,5.72,PH,1717113105
533,cockburn town,21.4612,-71.1419,27.48,88,99,8.31,TC,1717113105
534,esquel,-42.9,-71.3167,3.37,82,100,1.22,AR,1717112865
535,rikaze,29.25,88.8833,12.2,42,1,1.97,CN,1717113105
536,jaicos,-7.3592,-41.1378,28.01,41,55,1.6,BR,1717113105
537,baiti,13.745,-14.7482,30.19,30,24,5.61,SN,1717113106
538,kayangel,8.0823,134.7173,28.79,78,100,6.83,PW,1717113106
539,bila tserkva,49.8094,30.1121,12.85,94,37,2.93,UA,1717113106
540,tchintabaraden,15.8969,5.7985,31.55,42,90,5.02,NE,1717113106
541,dzilam gonzalez,21.2833,-88.9333,30.03,62,0,4.83,MX,1717113106
542,ingleside,27.8778,-97.2117,31.13,80,40,7.72,US,1717112923
543,al kharijah,25.4514,30.5464,25.89,24,0,4.22,EG,1717113106
544,songea,-10.6833,35.65,13.18,78,56,0.69,TZ,1717113107
545,hithadhoo,-0.6,73.0833,28.95,78,85,8.91,MV,1717112859
546,rongelap,11.1635,166.8941,27.88,79,97,5.01,MH,1717113107
547,mwingi,-0.9344,38.0601,16.84,84,74,2.22,KE,1717113107
548,burlington,39.8835,-74.6413,22.05,40,40,3.6,US,1717113107
549,adrar,20.5022,-10.0711,28.95,19,45,3.67,MR,1717113107
550,kavieng,-2.5744,150.7967,29.05,73,99,2.58,PG,1717113107
551,loreto,22.2667,-101.9667,25.62,25,37,6.46,MX,1717113107
552,poxoreo,-15.8372,-54.3892,20.88,50,0,0.2,BR,1717113108
553,alofi,-19.0595,-169.9187,24.94,65,75,7.72,NU,1717113108
554,kourou,5.1552,-52.6478,26.03,92,100,2.19,GF,1717113108
555,sorong,-0.8833,131.25,25.12,93,99,3.82,ID,1717113108
556,banda aceh,5.5577,95.3222,27.18,76,100,5.71,ID,1717113108
557,hardoi,27.4167,80.1167,33.98,28,25,2.92,IN,1717113108
558,shortandy,51.7006,70.9994,4.05,82,77,2.8,KZ,1717113108
559,phalaborwa,-23.943,31.1411,20.6,47,0,2.21,ZA,1717113108
560,myjava,48.7588,17.5687,15.77,84,86,1.2,SK,1717113109
561,araripina,-7.5761,-40.4983,24.84,48,41,3.04,BR,1717113109
562,trairi,-3.2778,-39.2689,23.95,95,75,2.69,BR,1717113018
563,kone,-21.0595,164.8658,24.8,48,38,6.1,NC,1717113109
564,greenville,35.6127,-77.3663,25.09,50,0,2.06,US,1717112891
565,anqing,30.5092,117.0506,18.51,93,100,1.93,CN,1717113109
566,lida,53.8833,25.2997,12.59,97,71,2.58,BY,1717113109
567,mugia,43.1041,-9.2179,14.39,83,58,13.14,ES,1717113110
568,hutchinson,38.0608,-97.9298,24.46,68,100,4.63,US,1717112850
